fuse 0 3.384
fuse 1 0.184
fuse 2 0.193
fuse 3 0.181
fuse 4 0.193
fuse 5 0.189
fuse 6 0.186
fuse 7 0.198
fuse 8 0.206
fuse 9 0.189
fuse 10 0.201
fuse 11 0.191
fuse 12 0.195
fuse 13 0.179
fuse 14 0.181
fuse 15 0.208
fuse 16 0.186
fuse 17 0.196
fuse 18 0.192
fuse 19 0.207
fuse 20 0.196
fuse 21 0.208
fuse 22 0.196
fuse 23 0.194
fuse 24 0.193
fuse 25 0.205
fuse 26 0.186
fuse 27 0.192
fuse 28 0.2
fuse 29 0.193
fuse 30 0.198
start 30 1777164323915
extract 0 2.739 59904
vb 0 0.132 0
gen 0 3.903
fuse 31 0.209
fuse 32 0.196
fuse 33 0.193
fuse 34 0.212
fuse 35 0.197
fuse 36 0.189
fuse 37 0.195
fuse 38 0.266
fuse 39 0.197
fuse 40 0.195
fuse 41 0.192
fuse 42 0.195
fuse 43 0.178
fuse 44 0.186
fuse 45 0.185
fuse 46 0.195
fuse 47 0.189
fuse 48 0.199
fuse 49 0.204
fuse 50 0.203
fuse 51 0.2
fuse 52 0.194
fuse 53 0.201
fuse 54 0.201
fuse 55 0.196
fuse 56 0.201
fuse 57 0.191
fuse 58 0.194
fuse 59 0.198
fuse 60 0.204
start 60 1777164325169
extract 1 3.468 67247
vb 1 0.167 0
gen 1 4.469
fuse 61 0.194
fuse 62 0.195
fuse 63 0.192
fuse 64 0.185
fuse 65 0.213
fuse 66 0.226
fuse 67 0.199
fuse 68 0.192
fuse 69 0.191
fuse 70 0.191
fuse 71 0.198
fuse 72 0.192
fuse 73 0.205
fuse 74 0.199
fuse 75 0.196
fuse 76 0.205
fuse 77 0.179
fuse 78 0.203
fuse 79 0.188
fuse 80 0.183
fuse 81 0.18
fuse 82 0.183
fuse 83 0.218
fuse 84 0.185
fuse 85 0.193
fuse 86 0.196
fuse 87 0.189
fuse 88 0.194
fuse 89 0.191
fuse 90 0.186
start 90 1777164326386
extract 2 3.48 75740
vb 2 0.141 0
gen 2 4.782
fuse 91 0.191
fuse 92 0.191
fuse 93 0.186
fuse 94 0.182
fuse 95 0.188
fuse 96 0.184
fuse 97 0.202
fuse 98 0.183
fuse 99 0.193
fuse 100 0.19
fuse 101 0.185
fuse 102 0.187
fuse 103 0.199
fuse 104 0.197
fuse 105 0.182
fuse 106 0.193
fuse 107 0.198
fuse 108 0.196
fuse 109 0.201
fuse 110 0.196
fuse 111 0.196
fuse 112 0.194
fuse 113 0.192
fuse 114 0.194
fuse 115 0.19
fuse 116 0.193
fuse 117 0.191
fuse 118 0.191
fuse 119 0.187
fuse 120 0.197
start 120 1777164327620
extract 3 1.085 67866
vb 3 0.123 0
gen 3 4.277
fuse 121 0.21
fuse 122 0.196
fuse 123 0.212
fuse 124 0.198
fuse 125 0.211
fuse 126 0.202
fuse 127 0.202
fuse 128 0.206
fuse 129 0.194
fuse 130 0.196
fuse 131 0.206
fuse 132 0.199
fuse 133 0.208
fuse 134 0.21
fuse 135 0.197
fuse 136 0.19
fuse 137 0.189
fuse 138 0.193
fuse 139 0.222
fuse 140 0.221
fuse 141 0.2
fuse 142 0.206
fuse 143 0.215
fuse 144 0.198
fuse 145 0.207
fuse 146 0.201
fuse 147 0.197
fuse 148 0.208
fuse 149 0.206
fuse 150 0.206
start 150 1777164328912
extract 4 1.216 63025
vb 4 0.161 0
gen 4 3.393
fuse 151 0.209
fuse 152 0.205
fuse 153 0.189
fuse 154 0.189
fuse 155 0.174
fuse 156 0.176
fuse 157 0.192
fuse 158 0.172
fuse 159 0.189
fuse 160 0.185
fuse 161 0.182
fuse 162 0.185
fuse 163 0.186
fuse 164 0.19
fuse 165 0.188
fuse 166 0.187
fuse 167 0.183
fuse 168 0.178
fuse 169 0.179
fuse 170 0.173
fuse 171 0.188
fuse 172 0.177
fuse 173 0.179
fuse 174 0.196
fuse 175 0.188
fuse 176 0.189
fuse 177 0.188
fuse 178 0.189
fuse 179 0.21
fuse 180 0.201
start 180 1777164330146
extract 5 1.153 48362
vb 5 0.159 0
gen 5 2.694
fuse 181 0.19
fuse 182 0.185
fuse 183 0.181
fuse 184 0.172
fuse 185 0.185
fuse 186 0.182
fuse 187 0.196
fuse 188 0.199
fuse 189 0.173
fuse 190 0.185
fuse 191 0.187
fuse 192 0.186
fuse 193 0.178
fuse 194 0.184
fuse 195 0.178
fuse 196 0.185
fuse 197 0.193
fuse 198 0.187
fuse 199 0.176
fuse 200 0.188
fuse 201 0.187
fuse 202 0.186
fuse 203 0.184
fuse 204 0.191
fuse 205 0.198
fuse 206 0.188
fuse 207 0.181
fuse 208 0.185
fuse 209 0.182
fuse 210 0.195
start 210 1777164331359
extract 6 0.996 59205
vb 6 0.109 0
gen 6 3.161
fuse 211 0.205
fuse 212 0.19
fuse 213 0.263
fuse 214 0.197
fuse 215 0.195
fuse 216 0.19
fuse 217 0.192
fuse 218 0.179
fuse 219 0.203
fuse 220 0.189
fuse 221 0.189
fuse 222 0.181
fuse 223 0.195
fuse 224 0.183
fuse 225 0.19
fuse 226 0.181
fuse 227 0.201
fuse 228 0.196
fuse 229 0.185
fuse 230 0.178
fuse 231 0.195
fuse 232 0.193
fuse 233 0.192
fuse 234 0.194
fuse 235 0.193
fuse 236 0.197
fuse 237 0.192
fuse 238 0.197
fuse 239 0.192
fuse 240 0.193
start 240 1777164332571
extract 7 1.223 68469
vb 7 0.124 0
gen 7 3.911
fuse 241 0.227
fuse 242 0.214
fuse 243 0.206
fuse 244 0.201
fuse 245 0.201
fuse 246 0.197
fuse 247 0.229
fuse 248 0.193
fuse 249 0.183
fuse 250 0.202
fuse 251 0.181
fuse 252 0.196
fuse 253 0.193
fuse 254 0.198
fuse 255 0.18
fuse 256 0.198
fuse 257 0.176
fuse 258 0.19
fuse 259 0.174
fuse 260 0.178
fuse 261 0.177
fuse 262 0.21
fuse 263 0.188
fuse 264 0.185
fuse 265 0.191
fuse 266 0.177
fuse 267 0.178
fuse 268 0.183
fuse 269 0.184
fuse 270 0.176
start 270 1777164333801
extract 8 1.048 66459
vb 8 0.119 0
gen 8 4.254
fuse 271 0.198
fuse 272 0.199
fuse 273 0.185
fuse 274 0.18
fuse 275 0.196
fuse 276 0.18
fuse 277 0.181
fuse 278 0.175
fuse 279 0.185
fuse 280 0.173
fuse 281 0.211
fuse 282 0.191
fuse 283 0.186
fuse 284 0.184
fuse 285 0.171
fuse 286 0.175
fuse 287 0.173
fuse 288 0.184
fuse 289 0.176
fuse 290 0.176
fuse 291 0.193
fuse 292 0.193
fuse 293 0.191
fuse 294 0.181
fuse 295 0.179
fuse 296 0.181
fuse 297 0.175
fuse 298 0.181
fuse 299 0.179
fuse 300 0.175
start 300 1777164334976
extract 9 1.077 71269
vb 9 0.121 0
gen 9 4.572
fuse 301 0.195
fuse 302 0.199
fuse 303 0.184
fuse 304 0.182
fuse 305 0.181
fuse 306 0.187
fuse 307 0.197
fuse 308 0.173
fuse 309 0.173
fuse 310 0.175
fuse 311 0.179
fuse 312 0.172
fuse 313 0.175
fuse 314 0.171
fuse 315 0.19
fuse 316 0.195
fuse 317 0.19
fuse 318 0.187
fuse 319 0.185
fuse 320 0.186
fuse 321 0.178
fuse 322 0.18
fuse 323 0.184
fuse 324 0.174
fuse 325 0.179
fuse 326 0.171
fuse 327 0.179
fuse 328 0.172
fuse 329 0.174
fuse 330 0.178
start 330 1777164336151
extract 10 1.219 64503
